Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
201590_x_at,4.19e-05,0.001204129,1.3954191,ANXA2
201596_x_at,0.000365901,0.005715946,1.432309,KRT18
201614_s_at,8.53e-06,0.000381177,1.0589886,RUVBL1
201621_at,0.000705936,0.00884249,1.6854547,NBL1
201644_at,1.69e-06,0.000115793,1.0499288,TSTA3
201650_at,3.41e-06,0.000193121,4.472929,KRT19
201663_s_at,0.000254341,0.004432132,1.4565196,SMC4
201790_s_at,5.25e-05,0.001424882,1.0773331,DHCR7
201798_s_at,0.000121299,0.002608062,1.8548858,MYOF
201829_at,1.11e-06,8.5e-05,1.0712347,NET1
201830_s_at,4.64e-07,4.44e-05,1.2038065,NET1
201850_at,0.00025525,0.004445135,2.2290411,CAPG
201861_s_at,7.1e-06,0.000333521,1.1346755,LRRFIP1
201874_at,0.00012295,0.002637095,1.039632,MPZL1
201875_s_at,9.56e-06,0.000414879,1.0416572,MPZL1
201876_at,0.000105814,0.002359659,1.0532892,PON2
201884_at,6.22e-10,3.29e-07,6.2525663,CEACAM5
201890_at,8.42e-06,0.000377761,2.0271576,RRM2
201897_s_at,7.26e-10,3.74e-07,1.4449205,CKS1B
201925_s_at,6.72e-09,1.92e-06,2.5054294,CD55
201926_s_at,6.16e-09,1.8e-06,2.4909095,CD55
202006_at,0.000348573,0.005514661,1.1291169,PTPN12
202014_at,1.35e-05,0.000531338,1.0553142,PPP1R15A
202022_at,0.000621715,0.008159991,1.0794609,ALDOC
202023_at,3.27e-07,3.4e-05,1.7084319,EFNA1
202043_s_at,5.38e-06,0.000268345,1.0848082,SMS
202052_s_at,1.05e-05,0.000442727,1.2529126,RAI14
202068_s_at,0.00045526,0.006662137,1.4173144,LDLR
202071_at,4.08e-06,0.00021976,1.3610116,SDC4
202079_s_at,9.51e-06,0.000414225,1.2621278,TRAK1
202086_at,6.09e-06,0.00029533,2.2476599,MX1
202095_s_at,7.64e-07,6.43e-05,1.7368772,BIRC5
202096_s_at,2.37e-08,4.92e-06,1.3903638,TSPO
202107_s_at,9.23e-06,0.000403904,1.2775228,MCM2
202145_at,1.04e-06,8.11e-05,2.5097619,LY6E
202153_s_at,0.000381546,0.005887922,1.1837565,NUP62
202180_s_at,0.00048161,0.00689983,1.266693,MVP
202205_at,3.91e-05,0.001143308,1.2331581,VASP
202208_s_at,0.00035508,0.005591697,1.5352114,ARL4C
202219_at,1.14e-07,1.58e-05,1.9302573,SLC6A8
202234_s_at,0.000136704,0.002838711,1.3358589,SLC16A1
202239_at,0.00013736,0.00284565,1.1869902,PARP4
202253_s_at,3.52e-06,0.000197514,1.3450147,DNM2
202267_at,4.6e-09,1.42e-06,4.0133897,LAMC2
202275_at,0.000309543,0.005082814,1.0337738,G6PD
202286_s_at,0.000311477,0.005101421,2.2985027,TACSTD2
202307_s_at,0.000181876,0.003465377,1.3295064,TAP1
202381_at,1.08e-05,0.000451453,1.8466136,ADAM9
202411_at,2.51e-09,9.51e-07,3.3295833,IFI27
202488_s_at,6.64e-07,5.8e-05,2.0743889,FXYD3
202489_s_at,4.02e-08,7.26e-06,3.1004699,FXYD3
202497_x_at,1.54e-05,0.000582628,1.1672778,SLC2A3
202499_s_at,0.000391508,0.006009401,1.3480689,SLC2A3
202503_s_at,2.39e-06,0.000150863,1.7283723,KIAA0101
202504_at,4.46e-12,9.74e-09,5.0935752,TRIM29
202528_at,2.17e-07,2.53e-05,1.9827725,GALE
202575_at,4.78e-05,0.001329005,1.5733451,CRABP2
202580_x_at,4.19e-07,4.08e-05,1.6602609,FOXM1
202581_at,2.62e-06,0.000159024,1.6981081,HSPA1B///HSPA1A
202589_at,3.22e-05,0.000998923,1.1465646,TYMS
202604_x_at,1.91e-05,0.000681737,1.3248387,ADAM10
202609_at,9.22e-05,0.00213204,1.1264254,EPS8
202637_s_at,0.000673531,0.008604101,1.3688892,ICAM1
202668_at,3.96e-05,0.00115452,2.0528782,EFNB2
202669_s_at,2.72e-05,0.000885483,2.038012,EFNB2
202674_s_at,7.26e-08,1.15e-05,1.3550735,LMO7
202679_at,3e-05,0.000953698,1.5474118,NPC1
202687_s_at,0.000352236,0.005561343,1.0154667,TNFSF10
202705_at,8.62e-06,0.000383444,1.4725884,CCNB2
202708_s_at,4.06e-08,7.31e-06,2.0889683,HIST2H2BE
202712_s_at,0.000479315,0.006879583,1.6372375,CKMT1A///CKMT1B
202734_at,1.02e-06,8.02e-05,1.1282554,TRIP10
202748_at,0.00076589,0.009298606,1.5339543,GBP2
202771_at,0.000501157,0.007107162,1.1260749,PIEZO1
202779_s_at,4.34e-07,4.19e-05,1.6500067,UBE2S
202820_at,0.000209814,0.003852465,1.230162,AHR
202827_s_at,0.00030362,0.005020163,1.7205862,MMP14
202828_s_at,3.17e-05,0.000989246,1.222454,MMP14
202831_at,2.15e-05,0.000736862,3.3072464,GPX2
202855_s_at,6.53e-07,5.72e-05,2.5190785,MIR6787///SLC16A3
202856_s_at,3.43e-06,0.000194042,3.1698066,MIR6787///SLC16A3
202859_x_at,8.04e-06,0.000364475,3.040419,CXCL8
202869_at,1.9e-05,0.000679318,2.3434841,OAS1
202870_s_at,1.01e-07,1.46e-05,2.2561326,CDC20
202871_at,9.56e-06,0.000414879,1.0178239,TRAF4
202910_s_at,0.000157868,0.003137259,1.2756241,ADGRE5
202912_at,3.02e-05,0.000956829,1.9366206,ADM
202934_at,2.47e-09,9.45e-07,2.7161319,HK2
202935_s_at,0.000590527,0.007894851,1.3285343,SOX9
202949_s_at,0.000314155,0.005126067,2.1840215,FHL2
202954_at,3.01e-09,1.07e-06,1.6385052,UBE2C
202962_at,0.000188264,0.003558899,1.090974,KIF13B
202998_s_at,5.7e-07,5.18e-05,2.2926783,LOXL2
203021_at,3.6e-09,1.22e-06,3.3129465,SLPI
203035_s_at,0.000140632,0.002894956,1.2476449,PIAS3
203072_at,6.78e-05,0.00170627,1.0884844,MYO1E
203074_at,4.53e-08,7.99e-06,2.8578011,ANXA8L1///ANXA8
203108_at,9.34e-09,2.42e-06,4.3196152,GPRC5A
203153_at,5.25e-05,0.001423567,1.5240904,IFIT1
203186_s_at,8.32e-06,0.000374818,2.2538246,S100A4
203213_at,2.58e-06,0.000157562,2.1386297,CDK1
203214_x_at,1.73e-06,0.000117527,1.9378963,CDK1
203234_at,5.76e-05,0.001528098,1.2638356,UPP1
203256_at,3.95e-09,1.28e-06,2.6825856,CDH3
203287_at,7.46e-07,6.31e-05,1.7835499,LAD1
203304_at,0.000106267,0.002368801,1.169223,BAMBI
203313_s_at,1.29e-06,9.39e-05,1.3036627,TGIF1
203358_s_at,1.22e-06,8.93e-05,1.1837203,EZH2
203362_s_at,8.31e-07,6.86e-05,1.696994,MAD2L1
203397_s_at,4.12e-06,0.000221473,1.5244713,GALNT3
203407_at,2.48e-06,0.000154276,1.3435529,PPL
203411_s_at,0.000458203,0.006688174,1.0180413,LMNA
203418_at,1.75e-06,0.000118399,1.4499643,CCNA2
203440_at,0.000561819,0.007641667,1.0523027,CDH2
203453_at,0.000694882,0.008780564,1.5464286,SCNN1A
203476_at,0.000198945,0.003713249,1.283164,TPBG
203499_at,2.16e-07,2.52e-05,2.0233305,EPHA2
203502_at,8.62e-06,0.000383444,1.2589436,BPGM
203510_at,4.97e-12,1.04e-08,2.5898945,MET
203554_x_at,2.47e-05,0.000824855,2.0534701,PTTG1
203559_s_at,5.72e-06,0.000282089,3.6306854,AOC1
203585_at,4.66e-07,4.44e-05,1.33036,ZNF185
203691_at,2.53e-10,1.62e-07,2.7166292,PI3
203699_s_at,0.000416894,0.006266947,1.5676511,DIO2
203700_s_at,0.000271325,0.004637829,1.5042915,DIO2
203726_s_at,2.31e-07,2.64e-05,3.2913593,LAMA3
203755_at,1.58e-06,0.000110655,1.7199312,BUB1B
203757_s_at,5.06e-06,0.000256535,4.8039565,CEACAM6
203764_at,1.37e-10,1.05e-07,2.0790401,DLGAP5
203767_s_at,2.17e-05,0.000741022,1.4134732,STS
203768_s_at,1.85e-05,0.00066669,1.2133238,STS
203779_s_at,8.74e-09,2.3e-06,1.2243781,MPZL2
203780_at,2.76e-07,3.02e-05,1.4654338,MPZL2
203819_s_at,1.04e-10,8.26e-08,3.0528705,IGF2BP3
203820_s_at,9.61e-12,1.64e-08,3.1952398,IGF2BP3
203824_at,4.19e-06,0.000224052,2.4782873,TSPAN8
203876_s_at,1.38e-07,1.8e-05,2.6722979,MMP11
203878_s_at,1.34e-06,9.67e-05,3.4250633,MMP11
203882_at,0.000327754,0.005294469,1.0409493,IRF9
203892_at,2.39e-11,3.11e-08,2.6532898,WFDC2
203918_at,8.41e-09,2.25e-06,1.1781834,PCDH1
203936_s_at,0.000312707,0.005113997,1.7459301,MMP9
203964_at,7.99e-05,0.001922125,1.2995987,NMI
203967_at,3.4e-06,0.000193121,1.1327991,CDC6
204026_s_at,5.4e-05,0.001450742,1.6419492,ZWINT
204033_at,9.62e-09,2.46e-06,1.7402481,TRIP13
204034_at,7.99e-05,0.001922125,1.2391577,ETHE1
204073_s_at,2.33e-06,0.000148269,1.7085687,MYRF
204092_s_at,0.000561853,0.007641667,1.056788,AURKA
204109_s_at,4.46e-06,0.000233989,1.1856861,NFYA
204116_at,0.000390124,0.005994896,1.8726393,IL2RG
204136_at,5.52e-06,0.000274605,1.0358655,COL7A1
204146_at,1.63e-06,0.000112924,1.4878856,RAD51AP1
204162_at,3.47e-05,0.001051105,1.5075904,NDC80
204166_at,0.000106827,0.002378212,1.2144046,SBNO2
204170_s_at,4.73e-06,0.000244437,2.10789,CKS2
204256_at,2.44e-05,0.00081734,1.7954912,ELOVL6
204268_at,7.3e-08,1.16e-05,2.914941,S100A2
204272_at,0.000214858,0.00391396,2.5560855,LGALS4
204285_s_at,3.57e-07,3.57e-05,1.7245782,PMAIP1
204286_s_at,1.14e-07,1.58e-05,1.6419666,PMAIP1
204320_at,1.01e-05,0.00043013,3.9450313,COL11A1
204341_at,2.66e-08,5.37e-06,1.7001142,TRIM16
204347_at,2.96e-07,3.18e-05,1.3325025,LOC100507855///AK4
204348_s_at,6.14e-07,5.46e-05,2.2910695,LOC100507855///AK4
204351_at,3.67e-12,8.35e-09,6.2580134,S100P
204361_s_at,0.000345857,0.0054844,1.2114515,SKAP2
204378_at,1.8e-10,1.24e-07,2.2485731,BCAS1
204385_at,3.13e-06,0.000181023,1.3876635,KYNU
204401_at,9.63e-11,7.85e-08,2.2400205,KCNN4
204404_at,0.000333394,0.005355195,1.479996,SLC12A2
204415_at,2.24e-06,0.000143944,2.5005773,IFI6
204420_at,1.95e-05,0.000691933,1.3283905,FOSL1
204439_at,0.000198302,0.003706318,2.0539791,IFI44L
204444_at,3.53e-07,3.56e-05,1.8359004,KIF11
204455_at,4.74e-07,4.49e-05,1.0528795,DST
204459_at,0.00016921,0.003294197,1.0009253,CSTF2
204475_at,0.000405915,0.006171564,2.9607088,MMP1
204484_at,3.4e-06,0.000193121,1.0493233,PIK3C2B
204493_at,0.000469775,0.006787858,1.1685189,BID
204532_x_at,3.24e-05,0.001001157,2.5744274,UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10
204533_at,0.000327876,0.005294469,1.9555985,CXCL10
204580_at,0.00025281,0.004411097,3.1168124,MMP12
204601_at,4.13e-06,0.000221473,1.1051757,N4BP1
204602_at,7.58e-13,3.18e-09,3.8761945,DKK1
204608_at,7.74e-06,0.000354295,1.1338043,ASL
204614_at,4.28e-08,7.62e-06,2.9407329,SERPINB2
204623_at,0.000378975,0.005859844,2.0797091,TFF3
204636_at,3.41e-09,1.16e-06,2.5131235,COL17A1
204641_at,7.79e-10,3.94e-07,2.1858679,NEK2
204653_at,1.63e-11,2.24e-08,2.8427348,TFAP2A
204657_s_at,2.45e-06,0.000153074,1.040739,SHB
204675_at,7.96e-06,0.00036135,1.0856317,SRD5A1
204678_s_at,7.9e-08,1.21e-05,2.3345595,KCNK1
204679_at,2.24e-08,4.78e-06,2.1795479,KCNK1
204698_at,0.000749008,0.009182589,2.1628827,ISG20
204702_s_at,4.85e-07,4.57e-05,2.0711722,NFE2L3
204709_s_at,9.09e-08,1.35e-05,1.0469038,KIF23
204713_s_at,3.57e-06,0.000199618,2.1023247,F5
204714_s_at,7.79e-06,0.000355392,2.4178326,F5
204729_s_at,4.55e-05,0.001279211,1.05496,STX1A
204733_at,9.79e-06,0.00042107,2.5775248,KLK6
204747_at,4.39e-06,0.000231435,1.5119613,IFIT3
204748_at,5.5e-05,0.001471033,1.8051602,PTGS2
204767_s_at,5.58e-07,5.07e-05,1.0468259,FEN1
204778_x_at,1.18e-06,8.76e-05,1.4686226,HOXB7
204779_s_at,7.22e-07,6.17e-05,2.1578873,HOXB7
204822_at,2.33e-06,0.000148283,1.4664893,TTK
204825_at,1.23e-06,8.96e-05,2.0270539,MELK
204846_at,4.54e-05,0.001277253,2.2874265,CP
204855_at,3.84e-09,1.26e-06,4.392844,SERPINB5
204856_at,2.31e-07,2.64e-05,1.7651786,B3GNT3
204857_at,4.22e-06,0.000224843,1.4883877,MAD1L1
204858_s_at,0.000402891,0.006132414,1.2749687,TYMP
204885_s_at,3.33e-14,3.55e-10,4.2586258,MSLN
204895_x_at,8.24e-08,1.25e-05,2.3349278,MUC4
204913_s_at,1.23e-05,0.000493175,1.1558907,SOX11
204914_s_at,1.43e-06,0.000102113,1.3508135,SOX11
204927_at,2.49e-07,2.78e-05,1.2405363,RASSF7
204932_at,4e-05,0.001161202,1.47512,TNFRSF11B
204933_s_at,6.53e-05,0.001672868,1.6520307,TNFRSF11B
204962_s_at,5.71e-07,5.18e-05,1.7228745,SLC35F6///CENPA
204972_at,1.5e-05,0.000571507,2.0709345,OAS2
204989_s_at,1.07e-07,1.53e-05,2.0224383,ITGB4
204990_s_at,3.3e-10,2.1e-07,2.3279683,ITGB4
204994_at,3.99e-05,0.001160467,1.8996626,MX2
205009_at,5.84e-07,5.29e-05,4.6834284,TFF1
205014_at,2.34e-05,0.000788671,1.3719525,FGFBP1
205016_at,1.12e-07,1.57e-05,1.3818055,TGFA
205032_at,3.42e-07,3.49e-05,2.6491086,ITGA2
205044_at,4.69e-08,8.13e-06,3.6208516,GABRP
205046_at,7.65e-06,0.000351339,1.2866891,CENPE
205064_at,2.61e-06,0.000158803,2.6095798,SPRR1B
205068_s_at,3.2e-05,0.000996163,1.5441507,ARHGAP26
205071_x_at,1.34e-06,9.67e-05,1.6903823,XRCC4
205072_s_at,3.26e-07,3.39e-05,1.1881314,XRCC4
205076_s_at,2.09e-05,0.000723965,2.8293256,MTMR11
205081_at,1.47e-06,0.000103818,2.5531386,CRIP1
205093_at,1.63e-08,3.7e-06,1.1536239,PLEKHA6
205107_s_at,2.23e-10,1.49e-07,1.4141909,EFNA4
205137_x_at,6.39e-05,0.00164555,1.2486814,USH1C
205157_s_at,2.14e-08,4.6e-06,3.3270644,KRT17///JUP
205166_at,3.22e-07,3.37e-05,1.3312989,CAPN5
205172_x_at,1.38e-08,3.23e-06,1.209267,CLTB
205173_x_at,0.000300298,0.004981833,1.4267602,CD58
205180_s_at,7.17e-11,6.42e-08,1.7319313,ADAM8
205185_at,3.56e-05,0.001069109,1.6713954,SPINK5
205190_at,3.02e-05,0.000956577,1.8908636,PLS1
205199_at,3.4e-06,0.000193121,1.961676,CA9
205220_at,1.15e-06,8.65e-05,2.2026924,HCAR3
205227_at,1.72e-06,0.000117515,1.6133246,IL1RAP
205234_at,0.000408219,0.006193978,1.4432421,SLC16A4
205239_at,0.000117326,0.00254974,1.9826671,AREG
205263_at,2.54e-06,0.000156375,1.134701,BCL10
205266_at,1.63e-05,0.000609185,1.6009474,LIF
205290_s_at,0.000372605,0.005787559,1.0918267,BMP2
205293_x_at,2.85e-05,0.000917399,1.0491124,BAIAP2
205302_at,3.23e-05,0.00099996,2.1171057,IGFBP1
205319_at,8.62e-10,4.24e-07,3.7432979,PSCA
205339_at,2.61e-09,9.67e-07,1.22678,STIL
205342_s_at,5.93e-06,0.000289985,2.5881817,SULT1C2
205343_at,5.12e-05,0.001397503,1.7726936,SULT1C2
205349_at,3.12e-05,0.00097895,1.4246418,GNA15
205366_s_at,1.94e-07,2.32e-05,1.2712296,HOXB6
205376_at,8.23e-07,6.81e-05,2.0135053,INPP4B
205394_at,3.04e-07,3.22e-05,1.2451268,CHEK1
205397_x_at,9.61e-06,0.000415503,1.0345643,SMAD3
205403_at,2.81e-05,0.000909917,2.0617929,IL1R2
205421_at,9.08e-07,7.33e-05,1.6463225,SLC22A3
205455_at,2.58e-09,9.65e-07,2.8046093,MST1R
205466_s_at,2.14e-06,0.000138124,3.1452366,HS3ST1
205476_at,9.3e-08,1.37e-05,3.3482898,CCL20
205479_s_at,0.000118779,0.002571324,2.7324044,PLAU
205483_s_at,7.19e-07,6.16e-05,2.2856523,ISG15
205490_x_at,6.88e-13,3.13e-09,2.4796321,GJB3
205513_at,0.000401926,0.006121133,3.3290883,TCN1
205534_at,1.76e-07,2.15e-05,1.9377309,PCDH7
205535_s_at,6.61e-07,5.77e-05,1.4454759,PCDH7
205538_at,3.55e-06,0.000199032,2.2589073,CORO2A
205552_s_at,3.55e-07,3.57e-05,2.4181103,OAS1
205566_at,1.02e-07,1.47e-05,1.5250717,ABHD2
205568_at,1.61e-05,0.000603086,1.6908658,AQP9
205579_at,1.91e-06,0.000126735,1.3449756,HRH1
205595_at,0.000139839,0.002882007,1.1842232,DSG3
205597_at,6.97e-06,0.000329151,2.9518373,SLC44A4
205618_at,3.56e-05,0.001069109,1.0511527,PRRG1
205627_at,1.2e-08,2.88e-06,1.4990094,CDA
205633_s_at,0.000233884,0.004167048,1.1201198,ALAS1
205640_at,8.46e-09,2.25e-06,1.2581098,ALDH3B1
205648_at,3.88e-07,3.82e-05,2.0076092,WNT2
205660_at,2.76e-12,7.16e-09,2.6330326,OASL
205668_at,0.000101838,0.002297262,1.9524335,LY75
205681_at,5.84e-05,0.001542633,2.1710436,BCL2A1
205700_at,6.03e-06,0.00029364,1.7035377,HSD17B6
205709_s_at,0.000715052,0.008911717,1.351509,CDS1
205730_s_at,9.67e-05,0.002208911,1.4091978,ABLIM3
205765_at,0.000727641,0.009023311,1.7983806,CYP3A5
205767_at,9.11e-07,7.35e-05,2.0113255,EREG
205774_at,1.83e-05,0.000663769,1.089059,F12
205778_at,6.71e-05,0.001700816,2.2118027,KLK7
205780_at,1.63e-10,1.16e-07,2.3857299,BIK
205807_s_at,2.65e-06,0.000160669,1.5279087,TUFT1
205819_at,2.77e-06,0.000165589,2.1213276,MARCO
205822_s_at,8.07e-05,0.001935186,1.1802447,HMGCS1
205891_at,3.67e-10,2.3e-07,1.974681,ADORA2B
205927_s_at,3.94e-06,0.000214437,4.6208679,CTSE
205941_s_at,0.000125933,0.00268006,3.769442,COL10A1
205980_s_at,2.5e-06,0.000154794,1.3840825,PRR5-ARHGAP8///ARHGAP8
205990_s_at,0.000132783,0.00277949,1.4633815,WNT5A
205997_at,0.000214309,0.00390526,2.0100548,ADAM28
206023_at,7.1e-12,1.29e-08,3.4424442,NMU
206025_s_at,0.000418641,0.006284556,1.705081,TNFAIP6
206043_s_at,4.3e-06,0.000228586,1.9511863,ATP2C2
206074_s_at,3.89e-07,3.82e-05,1.5953545,HMGA1
206084_at,1.16e-08,2.82e-06,2.0224227,PTPRR
206094_x_at,1.75e-05,0.00063921,2.7810669,UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10
206102_at,8.66e-05,0.002031688,1.1084417,GINS1
206110_at,9.59e-07,7.62e-05,1.2943607,HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A
206114_at,0.000120455,0.002598344,1.280873,EPHA4
206125_s_at,0.000141368,0.002901363,1.1953702,KLK8
206133_at,2.33e-05,0.000786234,1.5429979,XAF1
206224_at,0.000294352,0.00491396,3.0382825,CST1
206276_at,6.59e-06,0.000315266,1.968049,LY6D
206284_x_at,3.46e-08,6.65e-06,1.628442,CLTB
206295_at,0.000184488,0.003500842,1.4390052,IL18
206307_s_at,1.12e-08,2.72e-06,1.4932533,FOXD1
206326_at,1.07e-06,8.29e-05,1.7144769,GRP
206354_at,0.000210807,0.003862067,1.4624423,SLCO1B3
206364_at,2.96e-08,5.85e-06,1.8497223,KIF14
206393_at,5.9e-07,5.31e-05,1.307284,TNNI2
206414_s_at,5.45e-08,9.04e-06,1.4437181,ASAP2
206421_s_at,6.38e-06,0.000307245,1.0860739,SERPINB7
206467_x_at,2.95e-07,3.18e-05,1.4169549,RTEL1-TNFRSF6B///TNFRSF6B
206482_at,5.23e-10,2.93e-07,2.8429473,PTK6
206515_at,0.000488549,0.006971809,1.5456779,CYP4F3
206548_at,9.89e-05,0.002242372,1.0849421,nan
206553_at,3.3e-06,0.000189425,1.063974,OAS2
206558_at,7.91e-07,6.62e-05,1.407197,SIM2
206560_s_at,1.08e-11,1.78e-08,2.8604833,MIA
206571_s_at,1.27e-05,0.000508277,1.328851,MAP4K4
206576_s_at,1.13e-06,8.54e-05,2.1000965,CEACAM1
206595_at,0.000440354,0.006519451,1.6029868,CST6
206600_s_at,9.3e-05,0.002141533,1.5238015,SLC16A5
206858_s_at,1.09e-05,0.000452564,2.2607729,HOXC6
206884_s_at,6.45e-12,1.29e-08,3.3603503,SCEL
206976_s_at,1.35e-06,9.72e-05,1.0955228,HSPH1
206994_at,0.000316899,0.005160046,1.2526893,CST4
207018_s_at,2.01e-06,0.000130932,1.2304537,RAB27B
207039_at,0.000270677,0.004628484,1.0811495,CDKN2A
207076_s_at,2.6e-05,0.000858492,1.0533205,ASS1
207109_at,2.75e-07,3.01e-05,1.4245374,POU2F3
207126_x_at,8.07e-06,0.000365357,3.0777601,UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10
207165_at,3.82e-07,3.77e-05,1.6815173,HMMR
207202_s_at,0.000390712,0.00600055,1.8275663,NR1I2
207222_at,4.13e-06,0.000221473,1.7232337,LOC100652777///PLA2G10
207223_s_at,0.000378566,0.005856832,1.244393,PTBP3
207332_s_at,5.83e-06,0.000285657,1.0878476,TFRC
207414_s_at,1.25e-09,5.59e-07,1.7059051,LOC100507472///PCSK6
207426_s_at,2.41e-06,0.000151275,1.5102323,TNFSF4
207517_at,6.61e-11,6.23e-08,3.0935974,LAMC2
207543_s_at,3.52e-08,6.71e-06,1.3673689,P4HA1
207620_s_at,3.22e-05,0.000998923,1.0443287,CASK
207828_s_at,3.09e-09,1.08e-06,2.0276694,CENPF
207847_s_at,0.00038952,0.005988978,2.2990019,MUC1
207850_at,1.01e-06,7.93e-05,2.3136647,CXCL3
208025_s_at,3.04e-07,3.22e-05,1.8334406,HMGA2
208063_s_at,2.11e-06,0.000136932,1.5321974,CAPN9
208079_s_at,0.000146919,0.002983652,1.3308593,AURKA
208083_s_at,2.55e-06,0.000156375,2.6751589,LOC100505984///ITGB6
208084_at,4.2e-06,0.000224356,2.3151772,LOC100505984///ITGB6
208103_s_at,1.94e-05,0.000691636,1.3295481,ANP32E
208126_s_at,0.000149623,0.003027551,2.5211147,CYP2C18
208156_x_at,3.28e-07,3.4e-05,1.2026833,EPPK1
208170_s_at,2.01e-10,1.36e-07,2.1635652,TRIM31
208190_s_at,0.000327919,0.005294469,1.4800579,LSR
208209_s_at,9.94e-09,2.51e-06,1.8805748,C4BPB
208268_at,0.000521475,0.007278134,1.5977978,ADAM28
208300_at,5.96e-05,0.001562062,1.663835,PTPRH
208358_s_at,4.28e-05,0.001224089,1.6808317,UGT8
208436_s_at,9.03e-05,0.002097289,1.5661161,IRF7
208490_x_at,4.88e-08,8.37e-06,1.1923676,HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG
208502_s_at,1.14e-07,1.58e-05,1.5770115,PITX1
208510_s_at,2.98e-06,0.00017465,2.0368029,PPARG
208527_x_at,3.07e-06,0.000178132,1.4688525,HIST1H2BE
208540_x_at,2.32e-06,0.00014762,1.8801848,nan
208546_x_at,2.26e-07,2.6e-05,1.432116,HIST1H2BH
208555_x_at,0.000849464,0.009968079,1.2489128,CST2
208596_s_at,1.07e-05,0.000447486,2.9485856,UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10
208613_s_at,3.97e-08,7.26e-06,1.4131122,FLNB
208614_s_at,1.56e-08,3.57e-06,1.1109906,FLNB
208621_s_at,8.31e-07,6.86e-05,1.7816533,EZR
208622_s_at,1.11e-06,8.49e-05,1.6039117,EZR
208623_s_at,5.96e-07,5.35e-05,1.1611621,EZR
208636_at,0.000558767,0.007622913,1.0209837,ACTN1
208637_x_at,0.000404798,0.006156296,1.1281864,ACTN1
208657_s_at,7.2e-05,0.001784225,1.1104947,9-Sep
208659_at,2.85e-05,0.00091792,1.5501251,CLIC1
208702_x_at,5.3e-06,0.000265402,1.2323768,APLP2
208703_s_at,7.77e-06,0.000354794,1.0751651,APLP2
208816_x_at,2.81e-05,0.000909917,1.3584441,ANXA2P2
208864_s_at,2.91e-06,0.000171489,1.1352504,TXN
208890_s_at,3.34e-05,0.001023201,1.004386,PLXNB2
208893_s_at,0.000375573,0.005827041,1.1047747,DUSP6
208908_s_at,3.21e-05,0.00099888,1.00141,CAST
208921_s_at,1.72e-05,0.000631745,1.0650169,SRI
208937_s_at,3.5e-07,3.55e-05,2.3864895,ID1
208949_s_at,3.13e-05,0.00097895,1.5756817,LGALS3
209008_x_at,0.000199719,0.003723886,1.6601521,KRT8
209016_s_at,4.44e-06,0.000233198,3.2872588,KRT7
209035_at,9.89e-05,0.002242372,1.3365498,MDK
209037_s_at,6.7e-05,0.001700497,1.0876955,EHD1
209114_at,6.12e-11,6.23e-08,3.6882971,TSPAN1
209124_at,0.000225385,0.004061023,1.0882865,MYD88
209125_at,1.09e-05,0.000451453,2.3372834,KRT6A
209146_at,1.08e-06,8.34e-05,1.4387948,MSMO1
209158_s_at,0.0004367,0.006480723,1.0790188,CYTH2
209173_at,4.56e-08,7.99e-06,3.969858,AGR2
209204_at,2.38e-06,0.000150684,1.1709264,LMO4
209205_s_at,2.85e-06,0.000169112,1.1476732,LMO4
209211_at,1.36e-05,0.000533056,2.2490251,KLF5
209212_s_at,4.96e-05,0.001364595,2.5084196,KLF5
209218_at,2.74e-08,5.48e-06,1.9704673,SQLE
209231_s_at,0.000111539,0.002456241,1.0177257,DCTN5
209260_at,4.51e-09,1.42e-06,2.7846866,SFN
209270_at,1.59e-10,1.16e-07,3.6738991,LAMB3
209324_s_at,3.06e-06,0.000177733,2.4401806,RGS16
209325_s_at,4.7e-06,0.000243458,1.4407738,RGS16
209365_s_at,3.01e-07,3.21e-05,2.3970787,ECM1
209369_at,9.22e-07,7.43e-05,1.9301469,ANXA3
209373_at,5.74e-05,0.001525388,2.5583935,MALL
209386_at,8.6e-07,7.06e-05,1.8693492,TM4SF1
209387_s_at,2.01e-07,2.39e-05,1.9931424,TM4SF1
209408_at,5.41e-08,9e-06,1.5579585,KIF2C
209417_s_at,0.000246456,0.004334845,1.6481349,IFI35
209446_s_at,7.56e-08,1.18e-05,2.1327576,nan
209457_at,0.000222641,0.004024862,1.5261263,DUSP5
209468_at,5.44e-05,0.001458533,1.0185564,LRP5
209498_at,8.65e-07,7.09e-05,3.1633192,CEACAM1
209545_s_at,8.44e-05,0.001996013,1.3830123,RIPK2
209546_s_at,1.86e-07,2.24e-05,1.9469703,APOL1
209581_at,2.27e-05,0.000767507,1.1891742,PLA2G16
209596_at,0.00060311,0.008004289,1.7945193,MXRA5
